id,id_media_type,published_date,title,url,link_download,link_full_version,author,isbn,price,rate,jenis_rate,origin,size,page,tags,summary,status,image,image_preview_1,image_preview_2,image_preview_3,image_preview_4,image_preview_5
2741,1,23/09/2015,A Chef of Nobunaga 11,http://www.gramedia.com,,,TAKUROU KAJIKAWA / MITSURU NISHIMURA,9786023395033,25000,4,R,Jepang,"11,4 x 16,8",192,"drama,adventure,food,cook,fantasy","Nobunaga, yang membinasakan Keshogunan Muromachi dan mengganti nama zaman menjadi ?Tensho?, berangkat ke Oumi untuk menumpas Azai dan Asakura yang menjadi musuhnya. Nagamasa Azai memutuskan untuk mengepung Kastil Odani yang terkenal kuat. 

Perang terakhir yang menentukan nasib Nobunaga, Nagamasa, dan Oichi akan segera dimulai!",,2741_A_Chef_of_Nobunaga_11.jpg,,,,,
2742,1,23/09/2015,Uncassandra 02 - tamat,http://www.gramedia.com,,,"SHIGORO HIFUMI, GUMI AMAJI",9786023394975,20000,4,R,Jepang,"11,2 x 17,6",192,"drama,fantsay,shounen","Semua prediksi sudah habis dipatahkan. Harusnya Banjou siap menghirup kebebasan! Tapi tiba-tiba saja, muncul topeng pembawa kutukan?!",,2742_Uncassandra _02_-_tamat.jpg,,,,,
2743,1,23/09/2015,Dream Collector 02 - tamat,http://www.gramedia.com,,,KAYASE SHIKI,9786023394999,20000,4,R,Jepang,"11,4 x 16,8",216,"drama,fantasy,adventure","Noir mulai mengumpulkan mimpi dengan cara paksa, dan itu membuat dunia kian tak stabil! Gerbang penghubung bahkan sudah tak bisa membuka tutup dengan lancar! Bagaimana dengan Heki dan teman-teman yang masih berjuang di dunia seberang sana?",,2743_Dream_Collector_02_-_tamat.jpg,,,,,
2744,1,23/09/2015,Samurai Drive 01,http://www.gramedia.com,,,FUJIKO KOSUMI,9786023395019,20000,5,R,Jepang,"11,4 x 16,8",176,"drama,shoujo,school life,samurai","Setelah Restorasi Meiji, diberlakukanlah ""Peraturan Penghapusan Pedang"". Seiring dengan berjalannya waktu, kita pun tiba di  Tokyo pada masa kini. SMU laki-laki ""Shiseikan"" yang bergengsi, tempat murid-murid keturunan kesatria bersekolah dan diperkenankan membawa pedang. Haruma Kokonoe yang kuper adalah seorang ahli pedang terkuat di kelas 1 SMU ini.
Murid pindahan baru di kelas Haruma, Ibuki Takahara, adalah ahli pedang katana yang miskin. Pertemuan antara kedua orang ini yang sepertinya ditakdirkan, perlahan-lahan mulai mencairkan hati Haruma yang dingin dan tertutup. Segera setelah itu, terbentuklah sebuah ikatan batin di antara keduanya!",,2744_Samurai_Drive_01.jpg,,,,,
2745,1,23/09/2015,LLLL,http://www.gramedia.com,,,TEI ATARU,9786023394968,20000,4,R,Jepang,"11,4 x 16,8",184,"drama,mystery,romance","Oregano, gadis yatim piatu, datang ke kota tempat kakaknya tinggal. Kota yang aneh penuh dengan lampu, warganya takut dengan kegelapan. 
?Jangan pernah dekati kegelapan...? Pesan itu malah membuat Oregano makin penasaran!",,2745_LLLL.jpg,,,,,
2746,1,23/09/2015,Love Me Or Not 08 #TAMAT,http://www.gramedia.com,,,YUTAKA TACHIBANA,9786023394746,20000,4,R,Jepang,"11,2 x 17,6",200,"drama,romance,shoujo","Yuri yang tengah menarik perasaannya terhadap Yabe, tidak pula menjawab perasaan Hirao. Namun, ada perubahan yang terjadi pada Yuri saat ia dan Motoko melihat Hirao ?ditembak? oleh seorang gadis cantik misterius secara tiba-tiba. Cerita komedi romantis yang rumit ini memasuki jilid terakhir!",,2746_Love_Me_Or_Not_0_ #TAMAT.jpg,,,,,
2747,1,23/09/2015,Everyday Youth,http://www.gramedia.com,,,YOSHIMI TOUDA,9786023394944,20000,5,R,Jepang,"11,2 x 17,6",192,"drama,friendship,school life,teenage","?Kenyataan? dan ?dosa? yang membelit 2 sahabat...
?Kau mau kumaafkan? Kalau begitu, biar kuberitahu. Apa kau punya harga untuk dimaafkan atau tidak.?
Yuri memulai masa SMA untuk menebus rasa bersalahnya pada Kazuha. Dalam kegelapan hatinya, dia bertemu dengan Chio, yang jadi teman sekelasnya. Inilah kisah persahabatan yang mengharu biru!",,2747_Everyday_Youth.jpg,,,,,
2748,1,23/09/2015,Replica 01,http://www.gramedia.com,,,KARAKARA KEMURI,9786023395040,20000,5,R,Jepang,"11,4 x 16,8",184,"drama,shounen,action,comedy,sci-fi","Manji, seorang bodyguard yang dianggap sebagai pembunuh berdarah dingin dan mendapat julukan ?Red Dog?. Ciri khasnya adalah bekas luka melintang di wajah, rambut berwarna merah, juga senantiasa membawa pedang hitam. Saat berhadapan dengan sosok misterius yang bertujuan membantai manusia, Manji diselamatkan oleh pemuda bernama Cal.
Pertemuan dengan Cal membuka takdir baru bagi Manji. Takdir besar yang melibatkan AAA?seorang jenius yang membunuh hanya untuk bersenang-senang?",,2748_Replica_01.jpg,,,,,
2749,1,23/09/2015,House of The Sun 10,http://www.gramedia.com,,,TAAMO,9786023393992,20000,4,R,Jepang,"11,2 x 17,6",168,"shoujo,drama,slice of life,romance,family","Ada banyak yang aku pikirkan.
Lalu, kenapa aku malah melarikan diri? 
Aku harus menghadapinya dengan benar... sama seperti yang dilakukannya kepadaku.

Daiki akhirnya mengakui perasaannya dengan sungguh-sungguh pada Mao. 
Mao yang terkejut malah melarikan diri kembali ke rumahnya. 
Namun, di rumah, kelembutan ibu tirinya justru mengingatkan Mao pada kebaikan Hiro dan Daiki... 
Apakah perasaan yang selama ini terpendam kini mulai menemukan jalannya?",,2749_House_of_The_Sun_10.jpg,,,,,
2750,1,23/09/2015,Heavenly Dogs Stories - Last Letter,http://www.gramedia.com,,,ATSUKO HOTTA,9786023394937,20000,5,R,Jepang,"11,2 x 17,6",192,"drama,pets,slice of life","Terima kasih, kau sudah bermain bersamaku, menyayangi, dan menghargaiku. Aku selalu merasa bahagia. Semoga surat terakhir dariku yang sudah melalui kesedihan dan kebahagiaan bersamamu ini, bisa sampai padamu. 

Jilid akhir dari seri ?Heavenly Dogs Stories? yang menggambarkan ikatan antara anjing dan manusia dalam kumpulan 10 kisah pendek yang indah.
",,2750_Heavenly_Dogs_Stories_-_Last_Letter.jpg,,,,,
